hb_ratio_mol,hv_ratio_mol,mw_phbv,mn_phbv,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,spread_speed,young_modulus,tensile_strength,elongation_at_break,tg1,tc1,tm1,td5,dhm1,crystallinity
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,,,-13.4,85.7,161.3,215.7,86.0,58.9
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,2.0,,,,,-9.0,86.8,161.1,219.3,87.9,61.4
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,,,,,-10.1,87.5,161.8,226.5,83.7,60.4
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,10.0,,,,,-6.3,83.8,161.2,229.3,84.5,64.3
100.0,0.0,490000.0,,,plasticizers_and_flexibility_enhancers,20.0,reinforcment_and_stiffening_modifiers,5.0,,,,,-21.0,77.0,155.5,203.0,79.0,63.6
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,3800.0,30.2,4.9,0.9,,175.0,,,
84.0,16.0,,,,no_additive,0.0,no_additive,0.0,10.0,1200.0,26.5,72.1,-2.2,,154.2,,,
78.0,22.0,,,,no_additive,0.0,no_additive,0.0,10.0,800.0,21.5,85.1,-4.3,,148.8,,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,3500.0,40.0,5.0,2.5,,180.0,,,
86.0,14.0,,,,no_additive,0.0,no_additive,0.0,10.0,1500.0,35.0,20.0,-4.0,,150.0,,,
75.0,25.0,,,,no_additive,0.0,no_additive,0.0,10.0,700.0,30.0,,-6.0,,137.0,,,
94.0,6.0,680000.0,,,no_additive,0.0,no_additive,0.0,,343.23274999999995,,49.033249999999995,-6.6,28.5,161.0,,69.0,
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,117.67979999999999,,29.419949999999996,-3.4,41.7,161.6,,64.5,
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,186.32635,,68.64654999999999,-19.0,39.0,159.5,,61.6,
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,137.29309999999998,,95.6148375,-28.5,17.3,152.7,,59.1,
94.0,6.0,680000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,127.48644999999999,,95.6148375,-30.0,22.9,144.4,,53.0,
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,20.0,1180.0,210.9,49.5,,,170.0,,,
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,20.0,1260.0,253.7,30.0,,,170.0,,,60.9
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,20.0,1230.0,245.9,37.6,,,170.0,,,63.7
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,20.0,900.0,258.7,49.4,,,170.0,,,60.8
93.0,7.0,4400000.0,2750000.0,1.6,no_additive,0.0,no_additive,0.0,20.0,1080.0,201.2,54.8,,,170.0,,,60.6
100.0,0.0,760000.0,250000.0,3.04,no_additive,0.0,no_additive,0.0,,54.7,1.45,9.6,3.2,,150.0,235.0,86.9,59.5
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,106.7,4.37,47.2,9.3,,152.0,249.0,84.5,58.4
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,84.6,5.61,93.5,2.1,,156.0,235.0,85.8,46.2
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,77.8,4.89,44.7,1.9,,152.0,238.0,81.2,49.3
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,58.8,2.76,25.3,-2.3,,146.0,241.0,71.4,33.3
100.0,0.0,760000.0,250000.0,3.04,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,86.4,3.64,16.5,-1.0,,147.0,230.0,69.7,27.1
89.8,10.2,670000.0,152968.03652968036,4.38,no_additive,0.0,no_additive,0.0,10.0,472.0,29.0,17.4,-1.0,75.0,169.0,,41.9,
81.9,18.1,560000.0,141772.15189873418,3.95,no_additive,0.0,no_additive,0.0,10.0,286.0,28.7,,-3.0,80.0,161.0,,35.3,
92.5,7.5,690000.0,158256.88073394494,4.36,no_additive,0.0,no_additive,0.0,10.0,272.0,19.0,13.6,-3.0,70.0,174.0,,68.7,
92.7,7.3,710000.0,191891.8918918919,3.7,no_additive,0.0,no_additive,0.0,,,,,,60.0,172.0,,63.3,
48.0,52.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,124.0,274.0,,
58.0,42.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,129.0,266.0,,
42.0,58.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,122.0,279.0,,
51.0,49.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,126.0,261.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,,287.0,,
100.0,0.0,426000.0,,,no_additive,0.0,no_additive,0.0,5.0,1871.0,,9.7,,,174.8,246.7,75.8,51.9
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,5.0,1407.0,,12.8,,,172.5,272.3,65.3,47.0
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,5.0,1349.0,,13.6,,,171.2,274.7,61.4,46.3
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,5.0,1534.0,,9.1,,,172.7,277.0,66.1,47.5
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,5.0,1475.0,,8.8,,,172.2,272.3,63.3,47.7
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,5.0,1323.0,,12.0,,,,,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,5.0,1328.0,,8.2,,,,,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,5.0,1393.0,,8.4,,,,,,
100.0,0.0,426000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,5.0,1356.0,,8.6,,,,,,
93.0,7.0,296000.0,,,no_additive,0.0,no_additive,0.0,10.0,1009.0,,11.4,,,152.6,235.0,64.6,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,,,,,150.6,158.0,71.7,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,,,,,153.4,163.0,77.7,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,,,,,,150.2,227.0,74.5,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,10.0,511.0,,10.0,,,,,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,10.0,493.0,,6.4,,,,,,
93.0,7.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,10.0,390.0,,4.8,,,,,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,1.0,2500.0,18.5,,,,174.7,,45.1,30.9
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,1.0,2600.0,17.9,,,,174.7,,39.1,29.7
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,1.0,3000.0,20.8,,,,174.4,,34.8,29.8
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,1.0,2800.0,19.0,,,,174.6,,41.6,31.6
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,1.0,4000.0,22.6,,,,175.1,,38.2,32.7
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,1.0,3300.0,17.9,,,,175.2,,42.8,32.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,1.0,3400.0,18.2,,,,174.9,,38.7,33.2
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,10.0,2394.0,14.1,1.01,,117.4,171.5,266.5,83.8,
98.0,2.0,,,,biofunctional_and_enviromental_additives,0.5,no_additive,0.0,,,,,,118.6,171.4,241.5,74.1,
98.0,2.0,,,,biofunctional_and_enviromental_additives,1.0,no_additive,0.0,,,,,,119.1,171.9,232.7,70.9,
98.0,2.0,,,,biofunctional_and_enviromental_additives,1.5,no_additive,0.0,,,,,,118.5,171.2,234.2,71.7,
98.0,2.0,,,,biofunctional_and_enviromental_additives,2.0,no_additive,0.0,,,,,,117.5,170.3,240.0,77.4,
98.0,2.0,,,,biofunctional_and_enviromental_additives,5.0,no_additive,0.0,,,,,,118.6,172.7,240.6,70.1,
98.0,2.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,,119.6,171.1,237.0,65.1,
82.0,18.0,420000.0,,,no_additive,0.0,no_additive,0.0,5.0,900.4,24.1,5.5,-2.0,36.0,169.0,,64.0,
82.0,18.0,420000.0,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,,,-3.0,36.0,167.0,,49.0,
82.0,18.0,420000.0,,,reinforcment_and_stiffening_modifiers,40.0,no_additive,0.0,,,,,-2.0,38.0,166.0,,38.0,
82.0,18.0,420000.0,,,reinforcment_and_stiffening_modifiers,50.0,no_additive,0.0,5.0,753.7,7.6,2.1,-2.0,38.0,165.0,,31.0,
80.0,20.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,,251.5,,
80.0,20.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,,,,197.0,,
80.0,20.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,,,,248.5,,
80.0,20.0,,,,biofunctional_and_enviromental_additives,10.0,no_additive,0.0,,,,,,,,249.3,,
68.0,32.0,530000.0,135897.4358974359,3.9,no_additive,0.0,no_additive,0.0,10.0,337.0,20.0,736.0,,,,,,
68.0,32.0,510000.0,115909.0909090909,4.4,no_additive,0.0,no_additive,0.0,10.0,319.0,21.0,792.0,,,,,,
70.0,30.0,540000.0,142105.26315789475,3.8,no_additive,0.0,no_additive,0.0,10.0,237.0,15.0,534.0,,,,,,
70.0,30.0,590000.0,143902.43902439025,4.1,no_additive,0.0,no_additive,0.0,10.0,286.0,16.0,614.0,,,,,,
83.0,17.0,630000.0,143181.81818181818,4.4,no_additive,0.0,no_additive,0.0,10.0,634.0,16.0,164.0,,,161.7,,,
87.0,13.0,590000.0,190322.58064516127,3.1,no_additive,0.0,no_additive,0.0,10.0,995.0,25.0,172.0,,,157.7,,,
98.0,2.0,280000.0,,,no_additive,0.0,no_additive,0.0,10.0,4124.0,34.5,2.02,1.6,,174.5,243.3,85.2,
80.0,20.0,551000.0,311299.4350282486,1.77,no_additive,0.0,no_additive,0.0,10.0,714.0,12.4,10.5,,82.3,128.0,227.5,49.8,45.0
60.0,40.0,483000.0,139595.37572254337,3.46,no_additive,0.0,no_additive,0.0,10.0,728.0,12.2,18.3,,41.2,152.6,206.0,6.3,37.0
40.0,60.0,546000.0,186986.301369863,2.92,no_additive,0.0,no_additive,0.0,10.0,402.0,8.4,14.3,,41.4,131.0,214.1,1.2,47.0
100.0,0.0,1436000.0,316299.55947136565,4.54,no_additive,0.0,no_additive,0.0,6.0,739.0,5.96,0.81,,,174.18,,50.36,
100.0,0.0,1708000.0,449473.68421052635,3.8,no_additive,0.0,no_additive,0.0,6.0,208.0,1.72,1.02,,,171.37,,36.03,
100.0,0.0,2122000.0,693464.0522875817,3.06,no_additive,0.0,no_additive,0.0,6.0,2648.0,26.48,1.03,,,179.82,,56.27,
100.0,0.0,1589000.0,407435.89743589744,3.9,no_additive,0.0,no_additive,0.0,6.0,919.0,10.16,1.49,,,175.34,,28.3,
97.5,2.5,,,,no_additive,0.0,no_additive,0.0,,1252.0,18.1,2.4,2.6,116.8,170.4,259.9,83.2,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,2.5,no_additive,0.0,,,,,2.6,117.8,169.9,250.8,85.7,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,2.3,118.1,170.1,245.3,86.2,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,7.5,no_additive,0.0,,,,,2.4,118.2,171.7,245.3,87.4,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,,,2.3,118.9,170.2,240.7,89.7,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,2.2,120.5,170.1,230.0,100.6,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,,,2.5,116.9,169.0,215.2,67.9,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,1.25,biofunctional_and_enviromental_additives,1.25,10.0,1735.0,27.0,2.4,1.8,116.7,169.0,259.8,77.4,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,2.5,biofunctional_and_enviromental_additives,2.5,10.0,1976.0,25.1,1.7,1.4,116.4,167.4,251.7,74.9,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,3.75,biofunctional_and_enviromental_additives,3.75,10.0,2000.0,27.7,2.2,1.5,118.5,168.8,248.0,72.3,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,5.0,biofunctional_and_enviromental_additives,5.0,10.0,1802.0,21.7,1.8,1.3,114.9,165.4,247.1,66.8,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,7.5,biofunctional_and_enviromental_additives,7.5,10.0,1702.0,29.4,2.0,0.9,113.9,163.4,215.2,50.3,
97.5,2.5,,,,reinforcment_and_stiffening_modifiers,10.0,biofunctional_and_enviromental_additives,10.0,10.0,1462.0,25.1,2.1,0.6,113.8,160.5,205.1,47.4,
100.0,0.0,440000.0,260000.0,1.6923076923076923,no_additive,0.0,no_additive,0.0,,,,,3.0,,172.0,,92.0,63.0
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,,,7.0,,174.0,,90.0,68.8
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,,,9.0,,173.0,,85.0,72.5
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,40.0,no_additive,0.0,,,,,15.0,,170.0,,78.0,88.0
100.0,0.0,440000.0,260000.0,1.6923076923076923,reinforcment_and_stiffening_modifiers,50.0,no_additive,0.0,,,,,18.0,,167.0,,34.0,46.0
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,5.66,82.85,,,,
100.0,0.0,,,,biofunctional_and_enviromental_additives,3.0,no_additive,0.0,,,,,4.94,84.37,167.73,,,
100.0,0.0,,,,biofunctional_and_enviromental_additives,3.0,no_additive,0.0,,,,,4.05,77.33,166.79,,,
100.0,0.0,,,,biofunctional_and_enviromental_additives,3.0,no_additive,0.0,,,,,4.65,69.49,167.14,,,
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,,,,,,126.0,175.0,270.5,,62.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,,125.0,175.0,266.0,,62.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,123.0,174.0,256.0,,64.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,121.0,173.0,250.5,,63.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,121.0,174.0,257.5,,63.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,119.0,172.0,251.5,,62.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,120.0,174.0,255.5,,63.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,122.0,174.0,257.0,,66.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,122.0,174.0,257.5,,65.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,123.0,175.0,261.5,,65.0
92.0,8.0,296000.0,,,no_additive,0.0,no_additive,0.0,10.0,720.0,16.0,16.0,,,,,,
92.0,8.0,296000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,10.0,743.0,14.0,15.0,,,,,,
92.0,8.0,296000.0,,,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,10.0,668.0,11.0,11.0,,,,,,
92.0,8.0,296000.0,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,10.0,124.0,2.0,2.0,,,,,,
100.0,0.0,117869.0,49078.0,2.4016667345857616,no_additive,0.0,no_additive,0.0,10.0,920.0,18.8,5.7,-1.3,,167.8,265.5,74.1,50.8
100.0,0.0,117869.0,49078.0,2.4016667345857616,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,10.0,1270.0,21.2,5.1,0.2,,167.7,265.1,71.3,48.8
100.0,0.0,117869.0,49078.0,2.4016667345857616,reinforcment_and_stiffening_modifiers,7.0,no_additive,0.0,10.0,1450.0,21.4,4.2,1.3,,168.6,267.5,65.1,44.6
100.0,0.0,117869.0,49078.0,2.4016667345857616,reinforcment_and_stiffening_modifiers,9.0,no_additive,0.0,10.0,1480.0,21.1,3.1,2.0,,169.2,266.5,62.3,42.7
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,,2840.0,26.0,1.6,,117.2,173.2,219.32,106.9,49.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,2435.0,22.1,1.1,,113.5,172.1,250.32,97.8,48.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,9.0,no_additive,0.0,,3380.0,20.6,0.9,,109.9,172.0,266.64,109.3,46.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,18.0,no_additive,0.0,,2020.0,17.0,0.8,,109.4,171.2,223.38,91.7,42.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,3778.0,22.4,1.1,,113.1,173.2,255.24,94.8,50.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,9.0,no_additive,0.0,,3303.0,15.0,1.3,,111.5,172.5,249.58,75.6,48.0
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,18.0,no_additive,0.0,,3542.0,20.6,1.8,,111.0,171.3,251.64,95.9,45.0
92.0,8.0,443000.0,,,no_additive,0.0,no_additive,0.0,1.0,250.6,31.6,4.7,4.5,91.0,170.0,,,64.3
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,1.0,261.2,33.0,5.7,5.7,109.0,166.0,,,60.8
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,1.0,270.3,25.8,2.6,5.5,93.0,168.0,,,62.4
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,1.0,reinforcment_and_stiffening_modifiers,10.0,1.0,274.2,25.9,2.3,6.3,114.0,167.0,,,56.2
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,1.5,reinforcment_and_stiffening_modifiers,10.0,1.0,272.9,25.1,2.4,7.0,112.0,167.0,,,55.8
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,2.0,reinforcment_and_stiffening_modifiers,10.0,1.0,280.9,29.1,3.0,7.1,111.0,164.0,,,52.4
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,3.0,reinforcment_and_stiffening_modifiers,10.0,1.0,271.5,28.3,2.7,6.7,111.0,166.0,,,53.9
100.0,0.0,550000.0,,,no_additive,0.0,no_additive,0.0,,,,,,108.6,154.1,231.6,,46.1
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,,,,105.7,154.4,235.0,,46.3
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,,,,106.3,152.6,243.8,,48.1
100.0,0.0,550000.0,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,,108.3,152.0,223.0,,47.7
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,,,,,,108.4,155.3,222.8,,47.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,,,7.6,69.0,177.0,,71.1,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,,,10.0,74.0,175.0,,64.2,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,11.6,81.0,175.0,,53.1,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,,,4.3,63.0,170.0,,75.4,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,,,,,2.4,75.0,161.0,,66.7,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,1.8,80.0,156.0,,52.7,
100.0,0.0,650000.0,290178.5714285714,2.24,no_additive,0.0,no_additive,0.0,,,,,,,173.4,,86.5,59.2
100.0,0.0,650000.0,290178.5714285714,2.24,nucleating_agent,1.0,no_additive,0.0,,,,,,,175.4,,87.3,59.8
88.0,12.0,360000.0,169014.08450704225,2.13,no_additive,0.0,no_additive,0.0,,,,,,,136.6,,52.3,35.8
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,,,,,143.6,,56.5,38.7
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,,,,,141.7,,54.6,37.4
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,,,,,141.9,,53.9,36.9
88.0,12.0,360000.0,169014.08450704225,2.13,nucleating_agent,1.0,no_additive,0.0,,,,,,,143.1,,55.0,37.7
92.0,8.0,443000.0,,,no_additive,0.0,no_additive,0.0,,,,,,91.0,,,,64.3
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,71.0,163.0,,,62.3
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,60.0,160.0,,,64.2
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,66.0,158.0,,,64.8
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,71.0,158.0,,,64.8
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,77.0,167.0,,,64.5
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,80.0,165.0,,,62.4
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,75.0,165.0,,,65.6
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,73.0,163.0,,,66.1
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,77.0,163.0,,,65.2
92.0,8.0,443000.0,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,81.0,168.0,,,62.9
91.0,11.0,690000.0,,,no_additive,0.0,no_additive,0.0,5.0,950.0,21.2,4.92,,,,,,
91.0,11.0,690000.0,,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,5.0,1580.0,13.9,1.42,,,,,,
100.0,0.0,550000.0,,,no_additive,0.0,no_additive,0.0,2.0,1036.82,20.68,4.34,,113.0,163.9,,74.6,51.1
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,2.0,884.45,19.22,5.1,,113.7,164.5,,72.4,52.2
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,2.0,938.34,19.44,5.48,,113.3,163.5,,72.8,52.5
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,2.0,943.91,20.18,6.3,,108.3,164.2,,70.4,50.8
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,2.0,871.45,19.25,5.97,,111.6,162.0,,71.6,51.6
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,2.0,732.09,16.9,4.75,,115.3,167.2,,74.3,56.5
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,2.0,707.93,14.93,3.99,,112.5,161.9,,66.4,50.5
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,2.0,756.25,17.64,5.92,,112.0,162.3,,71.0,54.0
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,2.0,694.93,15.69,6.1,,108.0,157.9,,64.1,48.9
100.0,0.0,1700000.0,890000.0,1.91,no_additive,0.0,no_additive,0.0,,,,,-4.5,96.0,170.3,,39.8,27.3
100.0,0.0,1200000.0,580000.0,2.07,no_additive,0.0,no_additive,0.0,,,,,-0.8,98.5,172.3,,40.9,28.0
100.0,0.0,1600000.0,750000.0,2.13,no_additive,0.0,no_additive,0.0,,,,,3.0,97.7,171.3,,68.7,47.0
100.0,0.0,2500000.0,1180000.0,2.12,no_additive,0.0,no_additive,0.0,,,,,2.0,91.5,174.0,,63.9,43.8
100.0,0.0,1300000.0,720000.0,1.81,no_additive,0.0,no_additive,0.0,,,,,-3.8,97.6,169.2,,37.3,25.5
100.0,0.0,1000000.0,560000.0,1.79,no_additive,0.0,no_additive,0.0,,,,,-3.4,94.1,170.0,,40.1,27.5
100.0,0.0,1800000.0,940000.0,1.91,no_additive,0.0,no_additive,0.0,,,,,3.4,91.2,172.0,,67.6,46.3
100.0,0.0,2000000.0,1090000.0,1.83,no_additive,0.0,no_additive,0.0,,,,,2.0,89.2,172.5,,64.2,44.0
100.0,0.0,1400000.0,650000.0,2.15,no_additive,0.0,no_additive,0.0,,,,,-0.9,89.3,170.0,,37.2,25.5
100.0,0.0,2200000.0,880000.0,2.5,no_additive,0.0,no_additive,0.0,,,,,-2.3,90.1,172.2,,48.5,33.2
100.0,0.0,2200000.0,970000.0,2.27,no_additive,0.0,no_additive,0.0,,,,,2.2,87.7,171.9,,44.6,30.5
100.0,0.0,2400000.0,990000.0,2.42,no_additive,0.0,no_additive,0.0,,,,,2.1,90.0,172.7,,57.6,39.5
100.0,0.0,1900000.0,970000.0,1.96,no_additive,0.0,no_additive,0.0,,,,,-0.2,89.5,171.7,,37.8,25.9
100.0,0.0,2500000.0,1400000.0,1.79,no_additive,0.0,no_additive,0.0,,,,,1.9,90.2,173.6,,54.0,37.0
100.0,0.0,2700000.0,1600000.0,1.69,no_additive,0.0,no_additive,0.0,,,,,3.7,91.7,174.1,,59.7,40.9
100.0,0.0,2800000.0,1700000.0,1.65,no_additive,0.0,no_additive,0.0,,,,,4.1,91.4,175.2,,60.3,41.3
