hb_ratio_mol,hv_ratio_mol,mw_phbv,mn_phbv,pdi,additive1_type,additive1_percentage_wt,additive2_type,additive2_percentage_wt,spread_speed,young_modulus,tensile_strength,elongation_at_break,tg1,tc1,tm1,td5,dhm1,crystallinity
22.9,77.1,286000.0,114400.0,2.5,no_additive,0.0,no_additive,0.0,,,23.1,24.0,-3.7,104.2,150.8,,20.1,
22.9,77.1,286000.0,114400.0,2.5,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,24.0,20.8,-2.6,100.8,149.4,,18.3,
22.9,77.1,286000.0,114400.0,2.5,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,22.5,18.9,-2.2,96.0,148.2,,15.6,
22.9,77.1,286000.0,114400.0,2.5,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,23.1,10.0,-1.5,107.2,151.1,,20.5,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,1430.23,25.96,4.95,,117.2,169.6,259.0,93.9,64.3
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,10.0,1744.2,21.86,3.13,,118.2,168.3,251.0,86.3,65.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,10.0,1825.0,22.06,2.94,,117.7,169.7,259.0,86.3,65.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,10.0,1616.2,19.3,2.9,,115.9,168.5,255.0,85.0,64.1
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,10.0,2011.62,21.8,2.81,,116.8,169.9,259.0,86.3,65.0
100.0,0.0,890000.0,462000.0,1.9264069264069263,no_additive,0.0,no_additive,0.0,2.0,3144.0,29.6,1.54,3.9,47.4,175.0,,87.4,
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,-8.3,40.0,143.9,,73.2,
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,2.6,44.7,174.4,,87.6,
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,2.0,2847.0,21.6,0.92,4.8,44.4,173.3,,84.3,
100.0,0.0,890000.0,462000.0,1.9264069264069263,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,2.0,2554.0,11.6,0.55,3.8,42.9,171.4,,87.8,
100.0,0.0,543011.0,258576.0,2.1,no_additive,0.0,no_additive,0.0,10.0,1142.41,17.77,6.68,4.14,,178.48,,,
77.19,22.81,451633.0,209089.0,2.16,no_additive,0.0,no_additive,0.0,10.0,581.77,20.73,414.56,-2.37,,127.32,,,
57.24,42.76,341620.0,168285.0,2.03,no_additive,0.0,no_additive,0.0,10.0,120.88,8.07,594.61,-5.6,,91.94,,,
26.61,73.49,979101.0,443304.0,2.21,no_additive,0.0,no_additive,0.0,10.0,507.0,18.75,395.16,-12.12,,90.58,,,
8.83,91.17,886485.0,464128.0,1.91,no_additive,0.0,no_additive,0.0,10.0,664.76,20.53,365.75,-14.83,,95.59,,,
86.0,14.0,337028.0,171080.20304568528,1.97,no_additive,0.0,no_additive,0.0,,1550.0,29.5,3.88,,,145.5,,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,799.0,21.08,6.02,,,140.4,,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,680.0,19.05,7.51,,,141.0,,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,868.0,19.2,5.9,,,140.0,,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,602.0,13.8,7.51,,,137.3,,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,900.0,18.67,5.09,,,140.0,,,
86.0,14.0,337028.0,171080.20304568528,1.97,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,780.0,19.6,7.46,,,140.0,,,
92.0,8.0,,,,no_additive,0.0,no_additive,0.0,,,,,,126.63,175.89,,74.6,51.1
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.1,no_additive,0.0,,,,,,124.6,175.18,,78.8,54.0
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,,,,,125.72,172.98,,87.5,60.2
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,,,,125.88,176.51,,82.6,57.1
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,,,,,125.92,176.99,,81.5,57.5
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.1,no_additive,0.0,,,,,,125.41,175.29,,87.0,59.7
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,,,,,124.93,174.13,,82.9,57.1
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,,,,126.69,179.47,,79.4,54.9
92.0,8.0,,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,,,,,125.68,176.29,,69.3,48.9
90.9,9.1,1560000.0,1110000.0,1.41,no_additive,0.0,no_additive,0.0,5.0,2356.0,23.6,5.0,2.25,,151.2,,,47.81
69.9,30.1,1730000.0,1210000.0,1.43,no_additive,0.0,no_additive,0.0,5.0,572.1,16.5,428.6,-3.11,,140.4,,,9.64
46.7,53.3,980000.0,710000.0,1.37,no_additive,0.0,no_additive,0.0,5.0,1489.3,12.8,402.4,-10.1,,,,,
66.7,33.3,2000000.0,1230000.0,1.63,no_additive,0.0,no_additive,0.0,5.0,1926.5,12.6,125.2,-8.91,,141.3,,,24.91
53.2,46.8,1470000.0,1120000.0,1.32,no_additive,0.0,no_additive,0.0,5.0,1254.3,15.4,211.1,-7.34,,143.6,,,13.79
98.0,2.0,,,,no_additive,0.0,no_additive,0.0,50.0,1350.0,33.0,2.7,,,163.7,,94.42,71.53
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,6.0,no_additive,0.0,50.0,1390.0,28.0,2.0,,,160.0,,91.29,69.16
98.0,2.0,,,,reinforcment_and_stiffening_modifiers,6.0,no_additive,0.0,50.0,1330.0,23.0,1.7,,,156.6,,83.8,63.5
97.0,3.0,280000.0,,,no_additive,0.0,no_additive,0.0,,3761.0,31.3,0.8,,,173.0,,,59.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,3540.0,25.4,0.8,,,171.0,,,66.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,3400.0,23.0,0.7,,,171.0,,,63.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,3530.0,126.0,0.8,,,171.0,,,64.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,17.0,no_additive,0.0,,3360.0,24.9,0.9,,,171.0,,,66.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,1515.0,24.4,1.5,,,170.0,,,57.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,2175.0,24.4,1.1,,,169.0,,,59.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,13.0,no_additive,0.0,,2835.0,24.8,0.9,,,170.0,,,56.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,2543.0,25.9,1.0,,,170.0,,,59.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,1717.0,20.0,1.5,,,167.0,,,58.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,1321.0,17.6,1.9,,,165.0,,,54.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,1135.0,15.8,2.3,,,164.0,,,49.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,3131.0,28.0,0.9,,,170.0,,,56.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,3149.0,28.0,1.0,,,173.0,,,57.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,13.0,no_additive,0.0,,3089.0,27.1,0.9,,,171.0,,,55.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,3280.0,28.6,1.0,,,170.0,,,67.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,2970.0,25.5,1.0,,,169.0,,,62.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,13.0,no_additive,0.0,,2729.0,25.0,1.0,,,169.0,,,62.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,2930.0,29.6,1.2,,,170.0,,,58.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,2370.0,24.9,1.6,,,169.0,,,62.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,2610.0,22.6,1.0,,,169.0,,,61.0
97.0,3.0,280000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,2700.0,23.0,1.0,,,170.0,,,63.0
98.91,1.09,267000.0,,,no_additive,0.0,no_additive,0.0,,,,,,,170.7,277.3,89.4,61.0
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,,,,,171.5,260.7,92.6,63.8
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,,,,,,164.1,242.6,91.3,64.2
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,,,154.2,235.4,89.9,64.6
98.91,1.09,267000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,,,,,144.4,227.1,85.6,64.9
88.0,12.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,145.0,,47.0,
88.0,12.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,,,,,139.0,,28.0,
88.0,12.0,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,,,137.0,,23.0,
88.0,12.0,,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,,,,,,,140.0,,37.0,
82.13,17.87,,,,no_additive,0.0,no_additive,0.0,,,,,4.98,78.07,155.4,217.15,85.59,59.0
77.45,22.55,,,,no_additive,0.0,no_additive,0.0,,,,,4.95,83.93,149.89,222.52,83.93,57.0
43.35,56.65,,,,no_additive,0.0,no_additive,0.0,,,,,4.85,60.55,138.22,263.04,60.55,41.0
100.0,0.0,350000.0,,,no_additive,0.0,no_additive,0.0,5.0,276.0,25.3,7.7,,48.2,140.3,,86.1,59.0
100.0,0.0,350000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,5.0,264.0,21.0,7.4,,57.6,138.5,,73.7,56.1
100.0,0.0,350000.0,,,reinforcment_and_stiffening_modifiers,10.0,no_additive,0.0,5.0,371.0,20.8,8.3,,51.7,142.8,,83.9,63.8
100.0,0.0,350000.0,,,reinforcment_and_stiffening_modifiers,10.0,reinforcment_and_stiffening_modifiers,10.0,5.0,183.0,18.0,6.4,,55.2,141.2,,74.9,64.1
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,2.0,3168.0,22.0,,,,169.8,245.7,85.62,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,2.0,2950.0,24.7,,,,170.1,255.6,79.02,56.97
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,4.95,reinforcment_and_stiffening_modifiers,1.0,2.0,3080.0,26.7,,,,,258.8,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,4.9,reinforcment_and_stiffening_modifiers,2.0,2.0,3200.0,26.5,,,,,260.9,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,4.75,reinforcment_and_stiffening_modifiers,5.0,2.0,3000.0,22.9,,,,170.7,265.8,74.85,56.8
100.0,0.0,1416000.0,202285.7142857143,7.0,no_additive,0.0,no_additive,0.0,5.0,695.0,,,,101.0,171.0,254.0,,64.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,4.94,reinforcment_and_stiffening_modifiers,0.06,5.0,525.0,,,,97.0,171.0,261.0,,58.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,9.94,reinforcment_and_stiffening_modifiers,0.06,5.0,500.0,,,,91.0,173.0,261.0,,55.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,14.94,reinforcment_and_stiffening_modifiers,0.06,5.0,350.0,,,,96.0,172.0,264.0,,53.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,19.94,reinforcment_and_stiffening_modifiers,0.06,5.0,220.0,,,,87.0,172.0,273.0,,53.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,29.94,reinforcment_and_stiffening_modifiers,0.06,5.0,189.0,,96.0,,78.0,169.0,277.0,,45.0
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,29.8,reinforcment_and_stiffening_modifiers,0.2,5.0,220.0,,144.0,,,,,,
100.0,0.0,1416000.0,202285.7142857143,7.0,plasticizers_and_flexibility_enhancers,29.5,reinforcment_and_stiffening_modifiers,0.5,5.0,243.0,,145.0,,,,,,
88.0,12.0,474000.0,193000.0,2.5,no_additive,0.0,no_additive,0.0,,1990.0,23.0,8.0,-1.3,,157.0,,58.3,53.4
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,870.0,12.6,12.2,-12.7,,121.7,,51.1,46.9
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,1020.0,6.5,4.6,-13.6,,124.2,,51.1,46.9
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,15.0,no_additive,0.0,,635.0,6.05,6.0,-10.9,,130.7,,45.8,42.1
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,430.0,2.6,5.0,-12.9,,121.9,,40.9,37.6
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,30.0,no_additive,0.0,,500.0,3.9,4.5,-10.7,,123.7,,40.0,36.7
88.0,12.0,474000.0,193000.0,2.5,plasticizers_and_flexibility_enhancers,40.0,no_additive,0.0,,400.0,3.8,7.9,-15.4,,125.8,,29.0,26.6
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,665.0,12.1,2.9,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,10.0,533.0,8.6,4.6,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,10.0,370.0,6.2,5.9,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,35.0,no_additive,0.0,10.0,180.0,4.5,9.4,,,,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,10.0,51.5,2.8,10.9,,,,,,
100.0,0.0,500000.0,250000.0,2.0,no_additive,0.0,no_additive,0.0,,583.78,,10.0,,,176.0,272.0,,
100.0,0.0,500000.0,250000.0,2.0,plasticizers_and_flexibility_enhancers,52.0,no_additive,0.0,,5.42,,338.0,-48.0,,52.0,285.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,10.0,1470.0,18.0,3.0,3.1,41.2,171.8,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,42.0,no_additive,0.0,10.0,80.21,4.32,10.14,-27.3,58.6,173.8,,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,5.0,1470.0,18.0,3.0,3.1,41.2,171.8,,,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,15.8,plasticizers_and_flexibility_enhancers,12.7,5.0,256.9,5.3,24.0,-20.0,,166.5,,,
100.0,0.0,890000.0,462000.0,1.92,no_additive,0.0,no_additive,0.0,,,,,5.9,,171.3,272.4,99.5,68.0
100.0,0.0,477000.0,399200.0,1.19,no_additive,0.0,no_additive,0.0,,,,,3.9,,175.6,236.7,96.0,65.0
100.0,0.0,350000.0,159100.0,2.2,no_additive,0.0,no_additive,0.0,,,,,-11.0,37.7,138.2,200.3,50.1,30.0
100.0,0.0,477000.0,399200.0,1.19,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,,,-9.3,,169.0,222.3,75.4,51.6
100.0,0.0,477000.0,399200.0,1.19,plasticizers_and_flexibility_enhancers,5.0,no_additive,0.0,,,,,-6.4,,170.0,217.1,80.2,55.0
100.0,0.0,477000.0,399200.0,1.19,plasticizers_and_flexibility_enhancers,2.5,plasticizers_and_flexibility_enhancers,2.5,,,,,-4.2,,172.0,220.3,61.5,42.1
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,10.0,,170.3,,73.9,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,50.0,no_additive,0.0,,78.5,7.8,22.9,11.9,,159.5,,47.9,
100.0,0.0,,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,84.6,7.54,10.1,16.3,,166.4,,41.3,
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,no_additive,0.0,,,,,,107.0,152.1,257.1,,46.0
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,,,,107.9,154.2,243.8,,50.9
100.0,0.0,550000.0,,,plasticizers_and_flexibility_enhancers,10.0,reinforcment_and_stiffening_modifiers,5.0,,,,,,108.3,155.9,224.4,,48.7
3.0,97.0,300000.0,,,no_additive,0.0,no_additive,0.0,,2972.11,26.62,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.1,no_additive,0.0,,2175.3,27.28,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.2,no_additive,0.0,,1936.25,26.48,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.3,no_additive,0.0,,1677.29,27.15,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.4,no_additive,0.0,,1577.69,27.02,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.5,no_additive,0.0,,1498.01,27.68,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.6,no_additive,0.0,,1448.21,27.41,,,,,,,
3.0,97.0,300000.0,,,plasticizers_and_flexibility_enhancers,0.7,no_additive,0.0,,1498.01,26.88,,,,,,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,2116.2,36.6,49.9,,74.4,166.6,242.6,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,2563.2,49.1,38.5,,84.7,166.6,269.0,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,2626.6,52.6,44.1,,85.05,167.5,269.0,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.5,no_additive,0.0,,2937.8,55.17,49.4,,88.0,167.9,269.0,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,3286.3,45.9,41.4,,89.4,167.5,269.0,,
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,50.0,,28.0,,,116.9,164.2,195.6,81.1,55.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,,,,,115.5,163.0,195.7,78.4,54.8
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,,,,,118.2,163.3,200.9,81.5,57.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,,,,,118.2,163.6,206.8,81.5,57.0
100.0,0.0,548277.0,,,no_additive,0.0,no_additive,0.0,1.0,1268.0,,5.6,,54.5,168.7,,80.0,54.8
100.0,0.0,548277.0,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,1.0,1455.0,,1.6,,76.0,168.7,,74.3,53.6
100.0,0.0,,40000.0,,no_additive,0.0,no_additive,0.0,1.0,2800.0,27.64,1.2,,92.6,167.1,,97.5,66.8
100.0,0.0,,40000.0,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,1.0,3029.5,33.315,1.6,,80.7,167.8,,84.5,58.5
100.0,0.0,,40000.0,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,1.0,2570.0,26.798,1.2,,71.1,163.6,,87.5,63.1
100.0,0.0,,40000.0,,reinforcment_and_stiffening_modifiers,20.0,no_additive,0.0,1.0,2570.0,27.528,1.3,,69.5,167.5,,72.1,61.7
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,,90.3,169.6,287.0,96.09,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,,,,,92.5,170.0,290.0,82.42,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,,,,,72.9,168.2,282.0,88.28,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,no_additive,0.0,,,,,,80.5,168.0,282.0,92.73,
100.0,0.0,,,,no_additive,0.0,plasticizers_and_flexibility_enhancers,10.0,2.0,,,2.15,,112.2,163.8,191.9,57.7,57.9
100.0,0.0,,,,no_additive,0.0,plasticizers_and_flexibility_enhancers,10.0,2.0,,,3.09,,111.8,163.0,202.4,53.2,57.5
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,0.5,plasticizers_and_flexibility_enhancers,10.0,2.0,,,2.08,,114.8,164.2,,63.1,57.4
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,0.5,plasticizers_and_flexibility_enhancers,10.0,,,,,,116.5,163.8,,55.3,57.1
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,plasticizers_and_flexibility_enhancers,10.0,2.0,,,2.33,,114.1,163.6,195.3,61.3,58.3
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,plasticizers_and_flexibility_enhancers,10.0,2.0,,,2.5,,115.2,162.9,196.7,50.5,57.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,plasticizers_and_flexibility_enhancers,10.0,2.0,,,2.36,,114.6,163.6,192.4,56.5,58.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,plasticizers_and_flexibility_enhancers,10.0,,,,,,115.1,162.8,203.0,50.7,56.2
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.0,plasticizers_and_flexibility_enhancers,10.0,2.0,,,1.7,,114.1,164.4,192.8,60.3,57.0
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.0,plasticizers_and_flexibility_enhancers,10.0,,,,,,114.0,163.0,194.4,49.7,57.3
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,2.0,plasticizers_and_flexibility_enhancers,10.0,,,,,,113.7,162.7,183.5,51.7,59.4
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,,272.4,88.2,60.3
100.0,0.0,,,,nucleating_agent,10.0,no_additive,0.0,,,,,,,,276.2,81.3,61.9
100.0,0.0,,,,nucleating_agent,20.0,no_additive,0.0,,,,,,,,277.4,72.3,62.0
100.0,0.0,,,,nucleating_agent,30.0,no_additive,0.0,,,,,,,,279.9,61.9,60.5
100.0,0.0,,,,nucleating_agent,40.0,no_additive,0.0,,,,,,,,281.1,52.4,59.8
100.0,0.0,,,,nucleating_agent,50.0,no_additive,0.0,,,,,,,,283.4,43.1,59.0
97.0,3.0,,,,no_additive,0.0,no_additive,0.0,,4052.0,37.1,1.87,28.0,,173.1,278.7,97.4,66.7
97.0,3.0,,,,plasticizers_and_flexibility_enhancers,23.08,no_additive,0.0,,2559.0,28.75,3.88,-14.0,,171.4,279.5,72.2,64.3
97.0,3.0,,,,plasticizers_and_flexibility_enhancers,23.08,reinforcment_and_stiffening_modifiers,1.0,,2559.0,31.45,5.2,-14.0,,171.5,279.2,70.7,63.4
100.0,0.0,290000.0,126086.95652173914,2.3,no_additive,0.0,no_additive,0.0,,,,,-20.4,93.9,174.0,,59.48,40.49
100.0,0.0,290000.0,126086.95652173914,2.3,reinforcment_and_stiffening_modifiers,0.25,no_additive,0.0,,,,,-22.0,89.0,170.0,,21.75,14.55
100.0,0.0,290000.0,126086.95652173914,2.3,reinforcment_and_stiffening_modifiers,0.5,no_additive,0.0,,,,,-24.1,88.9,158.1,,8.91,3.23
100.0,0.0,290000.0,126086.95652173914,2.3,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,,,-29.3,86.9,151.0,,7.94,2.5
98.5,1.5,400000.0,,,no_additive,0.0,no_additive,0.0,,,,,,115.4,172.4,,80.9,55.9
98.5,1.5,400000.0,,,no_additive,0.0,reinforcment_and_stiffening_modifiers,3.0,,,,,,120.4,172.1,,86.4,60.7
98.5,1.5,400000.0,,,reinforcment_and_stiffening_modifiers,1.0,reinforcment_and_stiffening_modifiers,2.0,,,,,,121.3,173.0,,87.8,61.7
98.5,1.5,400000.0,,,reinforcment_and_stiffening_modifiers,1.5,reinforcment_and_stiffening_modifiers,1.5,,,,,,122.0,173.1,,88.2,62.0
98.5,1.5,400000.0,,,reinforcment_and_stiffening_modifiers,2.0,reinforcment_and_stiffening_modifiers,1.0,,,,,,121.7,172.6,,84.9,59.7
98.5,1.5,400000.0,,,reinforcment_and_stiffening_modifiers,3.0,no_additive,0.0,,,,,,119.0,172.6,,83.5,58.6
100.0,0.0,,,,no_additive,0.0,no_additive,0.0,,,,,,,162.0,,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,1.0,no_additive,0.0,,,,,,,165.0,,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,5.0,no_additive,0.0,,,,,,,169.0,,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,15.0,no_additive,0.0,,,,,,,172.0,,,
100.0,0.0,,,,reinforcment_and_stiffening_modifiers,30.0,no_additive,0.0,,,,,,,172.0,,,
100.0,0.0,150000.0,,,no_additive,0.0,no_additive,0.0,,,14.5,1.87,,,,,,
100.0,0.0,150000.0,,,plasticizers_and_flexibility_enhancers,20.0,no_additive,0.0,,,16.0,7.2,,,,,,
100.0,0.0,150000.0,,,plasticizers_and_flexibility_enhancers,40.0,no_additive,0.0,,,10.0,190.7,,,,,,
100.0,0.0,370000.0,221556.88622754492,1.67,no_additive,0.0,no_additive,0.0,50.0,430.52,20.95,20.29,0.39,69.0,162.4,,46.9,32.1
100.0,0.0,370000.0,221556.88622754492,1.67,nucleating_agent,5.0,no_additive,0.0,50.0,443.15,17.63,11.35,-7.5,62.1,161.3,,62.2,42.6
100.0,0.0,370000.0,221556.88622754492,1.67,nucleating_agent,17.0,no_additive,0.0,50.0,517.15,15.91,7.71,-9.3,58.0,160.3,,60.9,41.7
100.0,0.0,370000.0,221556.88622754492,1.67,nucleating_agent,5.0,no_additive,0.0,50.0,649.37,17.53,6.99,-5.2,59.2,160.6,,54.2,37.1
100.0,0.0,370000.0,221556.88622754492,1.67,nucleating_agent,17.0,no_additive,0.0,,,,,-10.0,55.2,159.2,,49.6,34.0
